customer_id,signup_date,plan,region,segment,monthly_spend,support_tickets,days_active,engagement_score,churned,tenure_days,last_activity_date,signup_month,cohort
CUST0743,2024-10-01,Basic,Europe,Individual,39.84,2,101,70,0,153,2025-03-03,2024-10,2024-10
CUST0744,2022-08-01,Basic,Europe,SMB,39.39,1,57,40,0,94,2022-11-03,2022-08,2022-08
CUST0745,2023-07-01,Free,Europe,SMB,61.64,1,498,79,1,548,2024-12-30,2023-07,2023-07
CUST0746,2025-01-01,Pro,Europe,Individual,31.59,3,576,70,0,590,2026-08-14,2025-01,2025-01
CUST0747,2022-06-01,Basic,Europe,SMB,47.15,2,430,40,0,496,2023-10-10,2022-06,2022-06
CUST0748,2024-02-01,Pro,North America,Individual,32.13,2,230,25,1,293,2024-11-20,2024-02,2024-02
CUST0749,2024-10-01,Free,Africa,Enterprise,46.52,2,640,92,0,707,2026-09-08,2024-10,2024-10
CUST0750,2022-06-01,Enterprise,Asia,Individual,30.5,2,495,84,0,499,2023-10-13,2022-06,2022-06
CUST0751,2025-01-01,Basic,Africa,Enterprise,45.32,0,624,95,1,713,2026-12-15,2025-01,2025-01
CUST0752,2024-09-01,Free,North America,Individual,48.11,0,589,77,0,677,2026-07-10,2024-09,2024-09
CUST0753,2023-10-01,Free,LATAM,SMB,15.8,1,408,97,1,417,2024-11-21,2023-10,2023-10
CUST0754,2023-09-01,Pro,LATAM,SMB,54.84,1,206,25,1,213,2024-04-01,2023-09,2023-09
CUST0755,2022-06-01,Pro,Asia,SMB,32.0,3,81,84,0,92,2022-09-01,2022-06,2022-06
CUST0756,2022-06-01,Pro,Asia,Individual,26.54,4,108,53,0,171,2022-11-19,2022-06,2022-06
CUST0757,2022-04-01,Free,Europe,SMB,22.22,1,414,75,1,472,2023-07-17,2022-04,2022-04
CUST0758,2024-06-01,Free,LATAM,SMB,40.37,5,605,94,0,671,2026-04-03,2024-06,2024-06
CUST0759,2022-11-01,Basic,Europe,Individual,34.92,0,37,22,1,86,2023-01-26,2022-11,2022-11
CUST0760,2024-06-01,Basic,North America,Individual,41.67,2,243,61,0,265,2025-02-21,2024-06,2024-06
CUST0761,2024-07-01,Basic,Europe,SMB,42.02,0,54,81,0,93,2024-10-02,2024-07,2024-07
CUST0762,2023-12-01,Enterprise,Africa,SMB,45.95,5,479,25,1,556,2025-06-09,2023-12,2023-12
CUST0763,2022-09-01,Enterprise,LATAM,Individual,84.97,6,486,25,1,572,2024-03-26,2022-09,2022-09
CUST0764,2022-03-01,Enterprise,Africa,Individual,35.71,1,490,82,1,566,2023-09-18,2022-03,2022-03
CUST0765,2024-07-01,Pro,Asia,Individual,21.78,0,227,39,1,302,2025-04-29,2024-07,2024-07
CUST0766,2025-01-01,Basic,North America,SMB,5.0,1,123,40,1,140,2025-05-21,2025-01,2025-01
CUST0767,2024-12-01,Basic,North America,SMB,13.48,2,466,21,1,486,2026-04-01,2024-12,2024-12
CUST0768,2023-12-01,Basic,North America,Enterprise,57.24,4,556,75,0,556,2025-06-09,2023-12,2023-12
CUST0769,2024-07-01,Pro,North America,Enterprise,47.96,1,407,29,1,444,2025-09-18,2024-07,2024-07
CUST0770,2022-06-01,Free,Europe,SMB,10.7,0,616,89,0,656,2024-03-18,2022-06,2022-06
CUST0771,2022-02-01,Basic,North America,Individual,79.36,2,133,42,0,174,2022-07-25,2022-02,2022-02
CUST0772,2023-08-01,Free,Europe,Individual,40.88,1,68,49,0,76,2023-10-16,2023-08,2023-08
CUST0773,2024-04-01,Basic,Africa,Individual,43.29,2,487,97,0,509,2025-08-23,2024-04,2024-04
CUST0774,2022-11-01,Pro,Europe,Enterprise,75.4,0,393,56,0,470,2024-02-14,2022-11,2022-11
CUST0775,2022-04-01,Pro,LATAM,SMB,66.31,0,164,74,0,174,2022-09-22,2022-04,2022-04
CUST0776,2023-03-01,Free,Asia,Individual,49.06,0,403,68,0,473,2024-06-16,2023-03,2023-03
CUST0777,2022-06-01,Enterprise,North America,Individual,49.93,1,261,53,0,291,2023-03-19,2022-06,2022-06
CUST0778,2024-06-01,Pro,Europe,SMB,51.61,2,68,63,1,155,2024-11-03,2024-06,2024-06
CUST0779,2022-02-01,Free,North America,SMB,30.66,4,76,41,0,101,2022-05-13,2022-02,2022-02
CUST0780,2023-03-01,Free,Europe,Individual,40.16,3,65,50,1,94,2023-06-03,2023-03,2023-03
CUST0781,2022-11-01,Free,Asia,Enterprise,45.34,3,124,26,0,157,2023-04-07,2022-11,2022-11
CUST0782,2022-08-01,Free,North America,SMB,32.72,0,390,40,1,435,2023-10-10,2022-08,2022-08
CUST0783,2024-02-01,Enterprise,North America,Individual,17.62,5,554,35,0,622,2025-10-15,2024-02,2024-02
CUST0784,2022-05-01,Basic,Europe,Enterprise,30.21,0,175,39,0,179,2022-10-27,2022-05,2022-05
CUST0785,2022-06-01,Pro,Africa,Individual,17.22,3,397,62,0,457,2023-09-01,2022-06,2022-06
CUST0786,2024-02-01,Free,LATAM,Enterprise,36.16,1,94,63,0,176,2024-07-26,2024-02,2024-02
CUST0787,2022-04-01,Free,Asia,Enterprise,5.0,1,257,66,0,294,2023-01-20,2022-04,2022-04
CUST0788,2023-07-01,Basic,North America,SMB,41.14,0,549,38,1,576,2025-01-27,2023-07,2023-07
CUST0789,2023-08-01,Free,LATAM,SMB,5.64,1,584,67,0,609,2025-04-01,2023-08,2023-08
CUST0790,2024-09-01,Basic,LATAM,Individual,27.74,1,210,98,0,270,2025-05-29,2024-09,2024-09
CUST0791,2023-08-01,Enterprise,Asia,Enterprise,44.07,4,530,88,1,552,2025-02-03,2023-08,2023-08
CUST0792,2022-12-01,Basic,Africa,SMB,49.24,5,626,30,1,671,2024-10-02,2022-12,2022-12
CUST0793,2022-01-01,Basic,Europe,SMB,47.1,0,184,98,0,213,2022-08-02,2022-01,2022-01
CUST0794,2024-02-01,Free,Africa,Enterprise,40.76,2,564,48,0,630,2025-10-23,2024-02,2024-02
CUST0795,2023-02-01,Free,Africa,Enterprise,14.85,2,464,64,1,496,2024-06-11,2023-02,2023-02
CUST0796,2025-01-01,Free,North America,Enterprise,52.65,5,128,87,1,130,2025-05-11,2025-01,2025-01
CUST0797,2022-11-01,Basic,Europe,Individual,15.26,0,645,55,1,713,2024-10-14,2022-11,2022-11
CUST0798,2024-12-01,Free,Africa,Enterprise,54.7,0,401,67,0,483,2026-03-29,2024-12,2024-12
CUST0799,2023-01-01,Basic,North America,SMB,46.3,3,592,34,0,633,2024-09-25,2023-01,2023-01
CUST0800,2022-03-01,Basic,Europe,Enterprise,59.46,4,391,63,0,452,2023-05-27,2022-03,2022-03
CUST0801,2024-09-01,Basic,Africa,SMB,35.45,2,141,86,0,198,2025-03-18,2024-09,2024-09
CUST0802,2022-06-01,Free,Asia,Individual,20.26,4,482,93,1,538,2023-11-21,2022-06,2022-06
CUST0803,2022-10-01,Free,North America,Individual,11.73,1,198,59,1,198,2023-04-17,2022-10,2022-10
CUST0804,2022-05-01,Enterprise,Asia,SMB,13.73,1,613,33,0,685,2024-03-16,2022-05,2022-05
CUST0805,2023-11-01,Pro,North America,SMB,5.54,1,168,82,0,227,2024-06-15,2023-11,2023-11
CUST0806,2022-10-01,Basic,Europe,Individual,51.96,1,260,70,0,328,2023-08-25,2022-10,2022-10
CUST0807,2022-02-01,Free,North America,SMB,54.21,1,268,98,0,326,2022-12-24,2022-02,2022-02
CUST0808,2023-01-01,Enterprise,Asia,Individual,44.97,2,282,77,1,327,2023-11-24,2023-01,2023-01
CUST0809,2022-02-01,Pro,Europe,Enterprise,34.41,0,465,34,0,498,2023-06-14,2022-02,2022-02
CUST0810,2023-08-01,Free,Asia,SMB,72.1,1,590,84,0,614,2025-04-06,2023-08,2023-08
CUST0811,2022-01-01,Pro,Asia,Individual,33.23,1,451,74,0,492,2023-05-08,2022-01,2022-01
CUST0812,2025-01-01,Free,Europe,Individual,38.98,1,332,95,1,360,2025-12-27,2025-01,2025-01
CUST0813,2022-09-01,Basic,Asia,Individual,34.14,2,101,29,1,125,2023-01-04,2022-09,2022-09
CUST0814,2023-05-01,Basic,North America,SMB,28.91,2,292,61,0,345,2024-04-10,2023-05,2023-05
CUST0815,2022-09-01,Free,Asia,Individual,46.36,4,251,30,1,323,2023-07-21,2022-09,2022-09
CUST0816,2022-11-01,Enterprise,North America,Individual,23.6,2,106,35,1,172,2023-04-22,2022-11,2022-11
CUST0817,2023-03-01,Pro,Africa,Enterprise,22.39,5,91,92,1,105,2023-06-14,2023-03,2023-03
CUST0818,2023-12-01,Basic,North America,Enterprise,47.27,3,500,97,0,503,2025-04-17,2023-12,2023-12
CUST0819,2024-11-01,Free,Europe,SMB,26.04,0,186,38,0,223,2025-06-12,2024-11,2024-11
CUST0820,2024-06-01,Free,Asia,Enterprise,37.4,0,154,50,0,173,2024-11-21,2024-06,2024-06
CUST0821,2024-07-01,Free,Europe,Individual,28.86,0,190,92,1,212,2025-01-29,2024-07,2024-07
CUST0822,2022-05-01,Pro,North America,SMB,34.79,5,570,72,0,606,2023-12-28,2022-05,2022-05
CUST0823,2023-02-01,Free,Asia,SMB,22.88,2,620,27,1,681,2024-12-13,2023-02,2023-02
CUST0824,2022-11-01,Basic,Asia,SMB,23.47,1,564,43,0,571,2024-05-25,2022-11,2022-11
CUST0825,2022-09-01,Pro,Asia,Individual,20.24,0,135,27,0,171,2023-02-19,2022-09,2022-09
CUST0826,2024-10-01,Free,Europe,SMB,50.18,0,160,67,0,204,2025-04-23,2024-10,2024-10
CUST0827,2022-12-01,Pro,Asia,Individual,38.09,1,386,49,1,418,2024-01-23,2022-12,2022-12
CUST0828,2024-11-01,Free,Europe,SMB,51.53,1,31,77,1,37,2024-12-08,2024-11,2024-11
CUST0829,2024-11-01,Enterprise,Asia,Individual,53.46,5,262,74,0,283,2025-08-11,2024-11,2024-11
CUST0830,2022-01-01,Basic,Asia,Individual,26.72,1,398,92,0,402,2023-02-07,2022-01,2022-01
CUST0831,2023-10-01,Free,Europe,Individual,50.87,0,280,81,0,294,2024-07-21,2023-10,2023-10
CUST0832,2024-05-01,Free,North America,Individual,34.75,5,137,67,1,157,2024-10-05,2024-05,2024-05
CUST0833,2022-08-01,Basic,North America,SMB,32.14,1,305,23,1,393,2023-08-29,2022-08,2022-08
CUST0834,2022-11-01,Pro,North America,Individual,57.54,4,209,56,1,225,2023-06-14,2022-11,2022-11
CUST0835,2025-01-01,Pro,North America,Enterprise,44.97,1,322,27,0,377,2026-01-13,2025-01,2025-01
CUST0836,2023-02-01,Basic,Europe,Individual,28.66,0,613,20,0,662,2024-11-24,2023-02,2023-02
CUST0837,2024-06-01,Free,Asia,Individual,43.8,2,204,89,0,210,2024-12-28,2024-06,2024-06
CUST0838,2024-11-01,Free,North America,SMB,12.22,1,152,66,0,201,2025-05-21,2024-11,2024-11
CUST0839,2023-09-01,Free,Africa,Individual,39.45,3,256,94,1,315,2024-07-12,2023-09,2023-09
CUST0840,2025-01-01,Basic,North America,SMB,8.01,3,473,24,0,555,2026-07-10,2025-01,2025-01
CUST0841,2022-05-01,Pro,LATAM,SMB,17.28,2,457,69,0,463,2023-08-07,2022-05,2022-05
CUST0842,2023-07-01,Basic,Asia,Individual,45.52,1,112,43,0,151,2023-11-29,2023-07,2023-07
CUST0843,2023-02-01,Free,Europe,Individual,5.0,1,94,66,1,138,2023-06-19,2023-02,2023-02
CUST0844,2024-02-01,Basic,North America,Individual,67.45,1,310,37,0,368,2025-02-03,2024-02,2024-02
CUST0845,2022-04-01,Pro,Asia,Individual,50.02,4,420,47,0,507,2023-08-21,2022-04,2022-04
CUST0846,2024-01-01,Pro,Europe,Individual,5.0,3,457,96,1,531,2025-06-15,2024-01,2024-01
CUST0847,2024-01-01,Pro,Africa,Individual,78.17,2,647,24,1,701,2025-12-02,2024-01,2024-01
CUST0848,2023-06-01,Free,Europe,Individual,83.13,3,136,49,0,199,2023-12-17,2023-06,2023-06
CUST0849,2022-08-01,Free,Africa,SMB,31.75,2,577,20,0,641,2024-05-03,2022-08,2022-08
CUST0850,2023-02-01,Pro,North America,SMB,18.32,1,291,65,0,344,2024-01-11,2023-02,2023-02
CUST0851,2024-08-01,Pro,Asia,SMB,65.35,2,188,88,0,227,2025-03-16,2024-08,2024-08
CUST0852,2024-09-01,Free,Asia,Individual,28.81,3,294,50,1,346,2025-08-13,2024-09,2024-09
CUST0853,2023-11-01,Pro,Asia,Individual,37.9,0,497,89,1,540,2025-04-24,2023-11,2023-11
CUST0854,2023-03-01,Pro,North America,Enterprise,56.91,1,231,75,0,293,2023-12-19,2023-03,2023-03
CUST0855,2024-09-01,Basic,Asia,SMB,32.24,2,184,47,1,185,2025-03-05,2024-09,2024-09
CUST0856,2024-01-01,Pro,Europe,Enterprise,30.66,1,42,35,0,120,2024-04-30,2024-01,2024-01
CUST0857,2023-05-01,Basic,Asia,Individual,12.1,2,326,73,0,346,2024-04-11,2023-05,2023-05
CUST0858,2024-09-01,Basic,Europe,SMB,23.65,2,527,72,1,614,2026-05-08,2024-09,2024-09
CUST0859,2022-02-01,Basic,LATAM,SMB,30.31,1,626,31,1,675,2023-12-08,2022-02,2022-02
CUST0860,2023-02-01,Pro,North America,Individual,12.71,1,274,39,1,354,2024-01-21,2023-02,2023-02
CUST0861,2022-06-01,Pro,LATAM,SMB,14.34,0,329,53,0,380,2023-06-16,2022-06,2022-06
CUST0862,2022-06-01,Pro,LATAM,SMB,35.6,1,391,72,0,399,2023-07-05,2022-06,2022-06
CUST0863,2022-03-01,Free,LATAM,Individual,5.0,3,383,83,1,402,2023-04-07,2022-03,2022-03
CUST0864,2022-07-01,Pro,Europe,Individual,19.18,0,550,42,0,632,2024-03-24,2022-07,2022-07
CUST0865,2022-08-01,Pro,Europe,SMB,70.0,3,415,46,1,432,2023-10-07,2022-08,2022-08
CUST0866,2023-03-01,Pro,Africa,Enterprise,28.78,1,341,36,0,424,2024-04-28,2023-03,2023-03
CUST0867,2024-05-01,Pro,North America,Individual,26.53,1,443,67,0,472,2025-08-16,2024-05,2024-05
CUST0868,2024-09-01,Pro,Europe,Individual,28.7,0,307,40,0,371,2025-09-07,2024-09,2024-09
CUST0869,2024-06-01,Basic,Asia,Individual,28.99,4,622,69,0,645,2026-03-08,2024-06,2024-06
CUST0870,2024-03-01,Basic,Asia,SMB,45.35,1,385,59,0,472,2025-06-16,2024-03,2024-03
CUST0871,2024-12-01,Free,North America,Individual,44.09,1,554,22,1,600,2026-07-24,2024-12,2024-12
CUST0872,2024-05-01,Basic,Asia,Enterprise,27.97,1,45,36,1,127,2024-09-05,2024-05,2024-05
CUST0873,2024-09-01,Basic,LATAM,Individual,31.15,3,74,80,0,163,2025-02-11,2024-09,2024-09
CUST0874,2025-01-01,Pro,North America,Individual,58.63,4,350,69,1,393,2026-01-29,2025-01,2025-01
CUST0875,2024-03-01,Free,Africa,SMB,7.81,6,355,25,0,383,2025-03-19,2024-03,2024-03
CUST0876,2024-09-01,Free,North America,Enterprise,33.96,1,177,47,1,253,2025-05-12,2024-09,2024-09
CUST0877,2022-04-01,Pro,Europe,SMB,37.43,1,384,91,0,451,2023-06-26,2022-04,2022-04
CUST0878,2023-10-01,Free,North America,Individual,21.02,6,265,74,0,281,2024-07-08,2023-10,2023-10
CUST0879,2022-02-01,Free,North America,Enterprise,32.93,2,642,77,0,646,2023-11-09,2022-02,2022-02
CUST0880,2022-10-01,Free,Africa,Individual,18.59,2,134,64,0,221,2023-05-10,2022-10,2022-10
CUST0881,2022-05-01,Free,Europe,Enterprise,46.47,1,503,91,1,583,2023-12-05,2022-05,2022-05
CUST0882,2022-10-01,Free,Europe,Individual,10.91,3,425,38,0,474,2024-01-18,2022-10,2022-10
CUST0883,2024-09-01,Basic,North America,SMB,54.12,3,475,48,1,514,2026-01-28,2024-09,2024-09
CUST0884,2023-01-01,Basic,Asia,SMB,33.68,3,635,42,1,680,2024-11-11,2023-01,2023-01
CUST0885,2024-07-01,Pro,Asia,Individual,26.94,3,249,51,0,299,2025-04-26,2024-07,2024-07
CUST0886,2024-12-01,Basic,Europe,Enterprise,16.92,3,471,29,0,481,2026-03-27,2024-12,2024-12
CUST0887,2023-12-01,Pro,Europe,Individual,53.55,1,57,68,1,68,2024-02-07,2023-12,2023-12
CUST0888,2023-03-01,Free,LATAM,Individual,23.27,0,504,84,0,516,2024-07-29,2023-03,2023-03
CUST0889,2024-05-01,Free,Europe,SMB,13.99,0,334,48,0,397,2025-06-02,2024-05,2024-05
CUST0890,2022-08-01,Pro,Europe,Individual,53.93,1,434,78,0,441,2023-10-16,2022-08,2022-08
CUST0891,2022-05-01,Free,North America,SMB,18.72,1,542,64,1,606,2023-12-28,2022-05,2022-05
CUST0892,2024-05-01,Basic,LATAM,Individual,33.3,1,531,86,0,539,2025-10-22,2024-05,2024-05
CUST0893,2022-04-01,Basic,Europe,Individual,49.74,1,377,70,1,378,2023-04-14,2022-04,2022-04
CUST0894,2022-12-01,Basic,Europe,Individual,37.84,5,269,30,1,346,2023-11-12,2022-12,2022-12
CUST0895,2022-02-01,Free,North America,Individual,66.16,3,599,25,0,611,2023-10-05,2022-02,2022-02
CUST0896,2024-03-01,Free,Africa,SMB,19.97,2,366,86,1,367,2025-03-03,2024-03,2024-03
CUST0897,2024-07-01,Basic,North America,SMB,31.21,1,55,81,0,122,2024-10-31,2024-07,2024-07
CUST0898,2024-12-01,Free,LATAM,Enterprise,32.6,1,438,24,0,513,2026-04-28,2024-12,2024-12
CUST0899,2024-12-01,Pro,Europe,Enterprise,46.18,1,106,28,1,153,2025-05-03,2024-12,2024-12
CUST0900,2024-02-01,Pro,North America,Individual,58.2,3,246,47,0,319,2024-12-16,2024-02,2024-02
CUST0901,2024-03-01,Enterprise,LATAM,Individual,36.33,6,357,96,0,359,2025-02-23,2024-03,2024-03
CUST0902,2022-05-01,Free,Europe,Individual,32.52,1,52,57,0,119,2022-08-28,2022-05,2022-05
CUST0903,2023-08-01,Pro,LATAM,Individual,8.31,5,339,62,1,344,2024-07-10,2023-08,2023-08
CUST0904,2022-11-01,Basic,Africa,SMB,37.02,0,628,40,0,714,2024-10-15,2022-11,2022-11
CUST0905,2022-10-01,Basic,LATAM,Individual,23.29,3,296,81,0,300,2023-07-28,2022-10,2022-10
CUST0906,2022-06-01,Free,North America,Individual,46.13,6,444,65,0,446,2023-08-21,2022-06,2022-06
CUST0907,2022-08-01,Pro,LATAM,Enterprise,27.63,2,296,89,0,305,2023-06-02,2022-08,2022-08
CUST0908,2023-11-01,Free,Europe,SMB,30.67,3,362,57,0,404,2024-12-09,2023-11,2023-11
CUST0909,2024-02-01,Basic,LATAM,Individual,8.72,2,479,68,0,497,2025-06-12,2024-02,2024-02
CUST0910,2022-12-01,Free,Asia,Individual,5.0,1,594,94,1,607,2024-07-30,2022-12,2022-12
CUST0911,2024-02-01,Pro,LATAM,Individual,68.5,0,640,58,0,660,2025-11-22,2024-02,2024-02
CUST0912,2023-01-01,Pro,Europe,Enterprise,37.33,1,276,90,0,318,2023-11-15,2023-01,2023-01
CUST0913,2023-06-01,Pro,Europe,Individual,42.28,1,65,49,1,92,2023-09-01,2023-06,2023-06
CUST0914,2024-01-01,Free,North America,Individual,18.58,4,430,40,0,450,2025-03-26,2024-01,2024-01
CUST0915,2024-09-01,Free,LATAM,Individual,50.76,1,57,20,1,92,2024-12-02,2024-09,2024-09
CUST0916,2022-12-01,Basic,Europe,SMB,47.51,3,249,51,0,272,2023-08-30,2022-12,2022-12
CUST0917,2024-12-01,Basic,Europe,Individual,20.56,2,435,27,0,488,2026-04-03,2024-12,2024-12
CUST0918,2022-04-01,Free,LATAM,Enterprise,15.93,1,643,88,0,680,2024-02-10,2022-04,2022-04
CUST0919,2022-05-01,Pro,Asia,Enterprise,21.81,2,300,49,0,316,2023-03-13,2022-05,2022-05
CUST0920,2025-01-01,Enterprise,North America,SMB,34.49,1,540,27,1,561,2026-07-16,2025-01,2025-01
CUST0921,2022-08-01,Pro,Asia,Individual,38.01,0,315,38,0,397,2023-09-02,2022-08,2022-08
CUST0922,2024-04-01,Pro,Europe,Enterprise,35.69,1,483,78,0,527,2025-09-10,2024-04,2024-04
CUST0923,2024-07-01,Enterprise,Europe,SMB,58.38,3,346,74,0,419,2025-08-24,2024-07,2024-07
CUST0924,2022-09-01,Free,North America,Individual,22.13,2,619,49,0,679,2024-07-11,2022-09,2022-09
CUST0925,2024-05-01,Basic,North America,SMB,15.44,0,326,98,0,336,2025-04-02,2024-05,2024-05
CUST0926,2023-02-01,Enterprise,North America,Individual,35.0,2,367,55,0,427,2024-04-03,2023-02,2023-02
CUST0927,2023-10-01,Free,Asia,Individual,5.0,2,336,74,1,373,2024-10-08,2023-10,2023-10
CUST0928,2022-11-01,Pro,North America,SMB,47.52,2,457,63,0,522,2024-04-06,2022-11,2022-11
CUST0929,2023-11-01,Basic,Europe,Individual,36.76,0,380,46,0,412,2024-12-17,2023-11,2023-11
CUST0930,2022-01-01,Basic,Africa,SMB,28.92,1,540,96,0,582,2023-08-06,2022-01,2022-01
CUST0931,2025-01-01,Pro,North America,Individual,27.92,3,554,97,1,584,2026-08-08,2025-01,2025-01
CUST0932,2023-09-01,Enterprise,Europe,Enterprise,51.38,1,521,73,0,555,2025-03-09,2023-09,2023-09
CUST0933,2024-02-01,Pro,LATAM,Enterprise,50.81,0,623,67,0,659,2025-11-21,2024-02,2024-02
CUST0934,2024-12-01,Free,Africa,Enterprise,30.57,2,38,49,1,84,2025-02-23,2024-12,2024-12
CUST0935,2023-11-01,Pro,Asia,Individual,45.65,2,526,58,1,548,2025-05-02,2023-11,2023-11
CUST0936,2022-01-01,Free,Asia,Individual,50.54,0,589,32,0,624,2023-09-17,2022-01,2022-01
CUST0937,2023-03-01,Basic,LATAM,SMB,41.04,2,590,35,1,629,2024-11-19,2023-03,2023-03
CUST0938,2023-09-01,Basic,Europe,Individual,31.3,1,469,63,1,558,2025-03-12,2023-09,2023-09
CUST0939,2022-09-01,Basic,LATAM,Individual,41.86,0,581,90,0,669,2024-07-01,2022-09,2022-09
CUST0940,2022-09-01,Basic,North America,SMB,16.3,2,137,46,1,217,2023-04-06,2022-09,2022-09
CUST0941,2022-10-01,Enterprise,Africa,SMB,36.28,0,274,64,0,288,2023-07-16,2022-10,2022-10
CUST0942,2024-02-01,Pro,Europe,Enterprise,30.8,2,284,54,0,320,2024-12-17,2024-02,2024-02
CUST0943,2024-11-01,Basic,Asia,Individual,27.98,2,62,98,0,65,2025-01-05,2024-11,2024-11
CUST0944,2024-01-01,Free,North America,Individual,5.0,1,52,47,0,73,2024-03-14,2024-01,2024-01
CUST0945,2024-02-01,Enterprise,Asia,Individual,16.5,3,595,26,1,675,2025-12-07,2024-02,2024-02
CUST0946,2022-11-01,Enterprise,North America,Enterprise,26.25,1,78,81,0,99,2023-02-08,2022-11,2022-11
CUST0947,2022-02-01,Pro,LATAM,SMB,51.11,3,491,70,1,571,2023-08-26,2022-02,2022-02
CUST0948,2022-07-01,Free,LATAM,Enterprise,40.14,1,619,65,0,696,2024-05-27,2022-07,2022-07
CUST0949,2023-06-01,Free,North America,Enterprise,51.91,2,365,39,0,442,2024-08-16,2023-06,2023-06
CUST0950,2024-03-01,Free,LATAM,SMB,57.37,3,387,57,0,403,2025-04-08,2024-03,2024-03
CUST0951,2024-10-01,Free,LATAM,SMB,40.93,2,151,80,1,222,2025-05-11,2024-10,2024-10
CUST0952,2024-03-01,Basic,Asia,Individual,37.53,0,473,51,1,562,2025-09-14,2024-03,2024-03
CUST0953,2023-05-01,Enterprise,Europe,SMB,17.49,0,388,45,0,473,2024-08-16,2023-05,2023-05
CUST0954,2023-12-01,Basic,North America,SMB,70.76,1,631,77,0,710,2025-11-10,2023-12,2023-12
CUST0955,2024-01-01,Free,North America,SMB,9.48,2,375,58,0,454,2025-03-30,2024-01,2024-01
CUST0956,2022-07-01,Free,Europe,Enterprise,37.14,2,222,39,1,259,2023-03-17,2022-07,2022-07
CUST0957,2022-06-01,Free,Africa,Enterprise,49.99,4,445,69,1,468,2023-09-12,2022-06,2022-06
CUST0958,2023-12-01,Free,North America,SMB,50.24,0,406,98,1,411,2025-01-15,2023-12,2023-12
CUST0959,2024-09-01,Free,LATAM,SMB,14.21,1,492,71,1,559,2026-03-14,2024-09,2024-09
CUST0960,2024-05-01,Free,Europe,SMB,27.44,5,175,41,0,256,2025-01-12,2024-05,2024-05
CUST0961,2023-10-01,Pro,Europe,Individual,20.62,3,507,72,0,512,2025-02-24,2023-10,2023-10
CUST0962,2024-02-01,Enterprise,LATAM,Individual,5.0,1,437,85,1,462,2025-05-08,2024-02,2024-02
CUST0963,2024-04-01,Basic,LATAM,SMB,37.35,2,315,62,0,355,2025-03-22,2024-04,2024-04
CUST0964,2023-09-01,Basic,Europe,SMB,22.08,2,140,42,0,214,2024-04-02,2023-09,2023-09
CUST0965,2022-07-01,Pro,Europe,Individual,62.1,5,649,96,1,686,2024-05-17,2022-07,2022-07
CUST0966,2023-05-01,Free,Europe,Enterprise,46.07,0,79,83,0,158,2023-10-06,2023-05,2023-05
CUST0967,2023-08-01,Free,North America,Individual,35.75,0,43,28,1,125,2023-12-04,2023-08,2023-08
CUST0968,2023-08-01,Pro,North America,Individual,26.49,2,163,26,0,205,2024-02-22,2023-08,2023-08
CUST0969,2023-10-01,Free,Europe,SMB,37.07,1,617,60,1,669,2025-07-31,2023-10,2023-10
CUST0970,2024-04-01,Basic,Europe,Individual,30.39,2,625,73,0,639,2025-12-31,2024-04,2024-04
CUST0971,2022-07-01,Basic,Asia,Individual,36.25,1,372,84,0,461,2023-10-05,2022-07,2022-07
CUST0972,2022-01-01,Free,Europe,Individual,69.23,2,315,21,1,370,2023-01-06,2022-01,2022-01
CUST0973,2024-08-01,Free,Europe,SMB,15.83,0,343,23,0,398,2025-09-03,2024-08,2024-08
CUST0974,2023-01-01,Pro,Europe,Individual,31.96,1,635,97,1,665,2024-10-27,2023-01,2023-01
CUST0975,2024-06-01,Free,Asia,SMB,47.71,3,326,51,1,408,2025-07-14,2024-06,2024-06
CUST0976,2023-11-01,Free,LATAM,SMB,27.8,0,635,21,1,691,2025-09-22,2023-11,2023-11
CUST0977,2023-07-01,Pro,Europe,Individual,63.45,0,598,83,1,648,2025-04-09,2023-07,2023-07
CUST0978,2024-08-01,Basic,LATAM,Enterprise,47.21,1,193,33,1,216,2025-03-05,2024-08,2024-08
CUST0979,2024-06-01,Free,North America,Individual,22.06,0,526,39,0,583,2026-01-05,2024-06,2024-06
CUST0980,2024-05-01,Pro,Europe,Enterprise,38.67,1,639,68,1,711,2026-04-12,2024-05,2024-05
CUST0981,2024-05-01,Basic,Europe,SMB,22.32,1,45,27,0,131,2024-09-09,2024-05,2024-05
CUST0982,2024-06-01,Pro,Europe,Enterprise,20.66,3,373,82,0,376,2025-06-12,2024-06,2024-06
CUST0983,2023-04-01,Pro,Asia,Individual,32.48,5,107,65,1,116,2023-07-26,2023-04,2023-04
CUST0984,2023-07-01,Basic,LATAM,SMB,57.75,3,375,40,0,437,2024-09-10,2023-07,2023-07
CUST0985,2023-06-01,Basic,North America,Individual,48.42,2,101,51,0,173,2023-11-21,2023-06,2023-06
CUST0986,2022-01-01,Enterprise,Asia,Individual,34.59,1,299,27,0,381,2023-01-17,2022-01,2022-01
CUST0987,2023-02-01,Free,Asia,SMB,49.06,1,316,35,0,330,2023-12-28,2023-02,2023-02
CUST0988,2022-02-01,Pro,North America,Individual,39.84,4,95,59,1,157,2022-07-08,2022-02,2022-02
CUST0989,2024-04-01,Free,North America,SMB,13.94,2,97,46,0,115,2024-07-25,2024-04,2024-04
CUST0990,2024-06-01,Free,Europe,Individual,32.39,3,222,37,0,284,2025-03-12,2024-06,2024-06
